Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
18,Male,South West,Urban,Secondary,Underemployed,,30819.48
40,Female,South South,Urban,None,Employed,21.0,76704.51
41,Female,North East,Urban,None,Underemployed,23.0,19478.79
60,Female,South East,Urban,Primary,Underemployed,43.0,15115.67
57,Male,North Central,Urban,None,Underemployed,39.0,29902.44
41,Male,North Central,Rural,Secondary,Underemployed,25.0,60576.51
56,Male,North West,Urban,,Employed,,154345.23
64,Male,South West,Urban,Primary,Underemployed,,25729.71
20,Male,South East,Urban,Secondary,Underemployed,3.0,45921.44
29,Female,South West,Rural,Tertiary,Unemployed,9.0,0.0
44,Male,North West,Urban,Tertiary,Employed,22.0,
56,Female,North West,Urban,Secondary,Underemployed,40.0,48372.72
51,Male,South West,Urban,Secondary,Unemployed,34.0,0.0
51,Male,North Central,Rural,,Underemployed,36.0,37295.46
56,Male,North Central,Rural,,Unemployed,40.0,0.0
51,Female,South South,Urban,Secondary,Underemployed,35.0,56455.47
49,Male,South West,Urban,Secondary,Underemployed,,44355.43
37,Female,North Central,Urban,Primary,Underemployed,19.0,
20,Male,North West,Rural,Secondary,Employed,3.0,
18,Female,North West,Urban,Tertiary,Employed,0.0,119126.3
32,Female,South West,Rural,Tertiary,Unemployed,10.0,0.0
23,Male,South East,Urban,Secondary,Underemployed,8.0,55363.38
63,Female,South West,Urban,Primary,Underemployed,44.0,12750.67
43,Male,North Central,Urban,Primary,Employed,28.0,99660.5
27,Female,North West,Rural,Tertiary,Employed,5.0,154511.79
61,Male,South South,Rural,Primary,Underemployed,45.0,31337.42
31,Male,South South,Rural,Secondary,Unemployed,14.0,0.0
59,Female,North Central,Urban,Secondary,Underemployed,40.0,95206.9
46,Female,North West,Urban,Secondary,Unemployed,30.0,0.0
62,Male,North Central,Rural,Secondary,Employed,43.0,97279.74
36,Female,South South,Rural,Tertiary,Unemployed,13.0,0.0
18,Male,South West,Rural,None,Underemployed,3.0,
19,Male,South West,Urban,Secondary,Unemployed,1.0,0.0
51,Female,North West,Urban,Tertiary,Employed,29.0,173545.46
55,Male,North West,Urban,Tertiary,Employed,32.0,119461.25
63,Male,North West,Rural,Secondary,Underemployed,48.0,62085.04
27,Female,South South,Urban,Secondary,Employed,11.0,114084.45
48,Male,North Central,Rural,Tertiary,Employed,24.0,189385.94
59,Female,South East,Urban,Secondary,Employed,,190594.65
36,Male,North West,Rural,,Underemployed,18.0,
37,Male,South South,Urban,Primary,Employed,,91566.24
17,Male,South East,Urban,None,Underemployed,0.0,39464.01
56,Female,North West,Rural,Secondary,Underemployed,41.0,70949.8
48,Female,South South,Urban,Secondary,Underemployed,33.0,
46,Male,North East,Rural,Secondary,Underemployed,29.0,43205.64
59,Male,North West,Rural,None,Underemployed,43.0,36078.81
63,Female,North East,Urban,Tertiary,Employed,43.0,144058.56
35,Male,,Rural,Secondary,Employed,20.0,85644.05
60,Female,South South,Rural,Secondary,Unemployed,43.0,0.0
58,Male,North East,Urban,Tertiary,Underemployed,37.0,92976.68
35,Female,South West,Rural,Primary,Underemployed,17.0,36043.41
58,Male,South West,Rural,,Underemployed,39.0,44984.21
25,Female,South East,Urban,Secondary,Underemployed,8.0,50920.23
53,Female,North East,Urban,Secondary,Underemployed,37.0,41351.4
18,Male,North Central,Urban,Secondary,Underemployed,0.0,33571.44
15,Male,South West,Rural,Primary,Underemployed,0.0,25526.42
42,Female,North West,Rural,Secondary,Unemployed,24.0,0.0
38,Female,North East,Rural,Primary,Underemployed,20.0,
49,Male,South West,Urban,Primary,Underemployed,,16724.2
27,Male,North East,Rural,Tertiary,Unemployed,6.0,0.0
61,Female,South South,Rural,Secondary,Employed,43.0,104735.53
48,Male,North West,Urban,Tertiary,Employed,25.0,153952.36
25,Female,South South,Rural,Secondary,Employed,8.0,
50,Male,North West,Rural,Secondary,Employed,34.0,108746.68
31,Female,North West,Urban,Tertiary,Underemployed,7.0,50098.34
49,Female,North East,Urban,Tertiary,Employed,26.0,140565.3
32,Female,South East,Rural,Primary,Underemployed,13.0,24900.88
54,Male,South East,Rural,Tertiary,Employed,33.0,174848.03
36,Female,North West,Rural,Primary,Employed,20.0,89862.84
38,Male,,Rural,None,Employed,23.0,18683.0
33,Female,South West,Urban,Secondary,Underemployed,15.0,105374.37
51,Male,North Central,Urban,Tertiary,Unemployed,30.0,0.0
53,Male,South East,Rural,Tertiary,Unemployed,32.0,0.0
35,Female,North West,Urban,None,Underemployed,17.0,31281.27
22,Male,South West,Rural,Secondary,Underemployed,7.0,51337.87
42,Female,South West,Urban,Tertiary,Employed,22.0,80636.55
19,Female,South South,Urban,Primary,Unemployed,,0.0
31,Female,South West,Urban,Secondary,Employed,16.0,67275.51
51,Male,North West,Urban,Secondary,Employed,34.0,116689.84
50,Male,North West,Rural,Primary,Employed,32.0,110085.14
33,Female,South West,Urban,Secondary,Employed,15.0,
41,Male,North Central,Rural,Primary,Employed,23.0,107123.13
48,Male,South South,Rural,Primary,Underemployed,33.0,19326.52
25,Male,South West,Urban,Primary,Underemployed,10.0,7459.8
59,Male,North Central,Urban,Secondary,Employed,43.0,116392.0
61,Female,North Central,Rural,Secondary,Underemployed,44.0,41990.38
26,Male,North Central,Urban,Secondary,Underemployed,8.0,31061.42
35,Female,North West,Rural,Secondary,Employed,,149810.1
25,Male,North West,Rural,Primary,Underemployed,7.0,15819.81
53,Male,South West,Urban,Tertiary,Employed,33.0,
42,Male,North West,Rural,,Employed,27.0,69235.03
19,Male,North West,Urban,Primary,Underemployed,1.0,31206.8
31,Male,North West,Urban,None,Underemployed,12.0,38405.77
34,Female,North West,Rural,Primary,Employed,19.0,89862.0
55,Male,North West,Urban,Tertiary,Employed,34.0,226046.39
60,Male,South West,Rural,Secondary,Underemployed,45.0,
26,Male,North Central,Rural,Secondary,Underemployed,10.0,
20,Male,South West,Urban,None,Underemployed,3.0,34872.47
31,Female,South West,Urban,Secondary,Underemployed,16.0,65910.63
33,Female,South South,Urban,Tertiary,Unemployed,13.0,0.0
40,Male,North West,Urban,Primary,Employed,23.0,116332.79
62,Male,North Central,Urban,Secondary,Underemployed,46.0,56558.65
58,Female,North West,Rural,Tertiary,Unemployed,,0.0
58,Male,North Central,Rural,Secondary,Employed,42.0,101133.5
46,Female,South South,Rural,None,Underemployed,28.0,14813.79
20,Male,South West,Urban,Primary,Underemployed,,17489.14
50,Female,South West,Rural,None,Employed,32.0,171471.02
52,Female,North Central,Rural,Tertiary,Employed,30.0,164510.65
25,Female,South West,Urban,Secondary,Employed,9.0,111155.39
47,Male,North West,Urban,Tertiary,Underemployed,27.0,110319.85
38,Male,South West,Urban,None,Employed,20.0,77516.26
37,Male,South West,Rural,Secondary,Employed,21.0,140991.9
29,Male,North East,Rural,None,Employed,14.0,102315.76
41,Male,North West,Rural,Primary,Underemployed,25.0,34140.25
25,Male,South East,Rural,Primary,Underemployed,8.0,26972.31
64,Female,North West,Rural,Primary,Underemployed,,21317.75
31,Female,North West,Urban,Tertiary,Employed,7.0,112970.8
28,Male,North Central,Urban,Primary,Underemployed,10.0,22945.04
41,Male,North East,Rural,Secondary,Underemployed,23.0,49955.45
32,Female,South West,Urban,Tertiary,Unemployed,10.0,0.0
42,Male,South West,Rural,Tertiary,Unemployed,22.0,0.0
61,Female,South East,Urban,Primary,Employed,,53315.94
61,Male,North East,Urban,Tertiary,Employed,41.0,93865.71
18,Male,South West,Rural,Primary,Employed,3.0,104065.73
21,Male,South South,Rural,Secondary,Underemployed,4.0,48084.87
59,Male,North East,Urban,Tertiary,Unemployed,36.0,0.0
49,Female,North East,Rural,Secondary,Underemployed,32.0,52853.47
62,Female,South South,Urban,Tertiary,Underemployed,40.0,78918.96
23,Male,North West,Rural,Tertiary,Underemployed,0.0,140454.8
22,Female,North East,Urban,Primary,Employed,5.0,103802.15
59,Male,North West,Urban,Secondary,Employed,40.0,106353.13
31,Female,,Urban,Primary,Underemployed,16.0,30910.19
31,Female,North West,Urban,Secondary,Underemployed,16.0,65299.33
63,Male,North Central,Urban,Primary,Underemployed,47.0,29553.34
47,Male,South West,Rural,Primary,Underemployed,31.0,36162.56
46,Male,North East,Urban,Tertiary,Employed,26.0,167822.07
22,Female,South East,Urban,Tertiary,Employed,0.0,136931.3
33,Female,North Central,Urban,Secondary,Unemployed,,0.0
52,Female,South South,Urban,Secondary,Underemployed,35.0,51663.14
17,Female,South South,Urban,Secondary,Underemployed,,73983.83
19,Male,South East,Urban,Secondary,Underemployed,4.0,53646.17
27,Male,South South,Urban,Tertiary,Employed,4.0,105629.05
61,Female,South West,Urban,Primary,Unemployed,46.0,0.0
60,Male,South South,Rural,,Underemployed,42.0,45207.34
45,Female,North West,Rural,Tertiary,Employed,24.0,54858.87
30,Male,North East,Urban,Tertiary,Unemployed,,0.0
64,Male,South East,Urban,Secondary,Underemployed,47.0,52060.98
46,Male,North Central,Urban,None,Underemployed,31.0,41808.56
36,Female,South East,Urban,,Underemployed,,47806.26
43,Male,South South,Urban,Secondary,Unemployed,,0.0
36,Female,North East,Rural,Secondary,Underemployed,18.0,52245.99
57,Male,South East,Urban,Secondary,Employed,,
17,Female,North West,Rural,Primary,Unemployed,0.0,0.0
24,Female,North East,Urban,None,Underemployed,8.0,39820.25
56,Male,North Central,Rural,Secondary,Employed,38.0,
35,Female,North West,Rural,Primary,Underemployed,18.0,13185.72
30,Male,South West,Urban,Primary,Underemployed,15.0,34544.38
26,Male,South West,Urban,Secondary,Employed,7.0,65799.65
16,Male,North West,Rural,Secondary,Employed,0.0,84060.04
55,Female,South East,Rural,Primary,Employed,38.0,124633.67
38,Female,South West,Urban,None,Underemployed,21.0,31422.42
49,Female,North East,Urban,,Unemployed,29.0,0.0
44,Female,North West,Urban,None,Underemployed,29.0,36537.02
44,Female,South South,Urban,Primary,Employed,25.0,72126.5
61,Male,South East,Rural,Primary,Employed,42.0,144208.09
49,Female,North West,Rural,Tertiary,Employed,25.0,180975.03
33,Male,North West,Urban,Secondary,Underemployed,17.0,63339.47
64,Female,South East,Urban,,Employed,48.0,67595.0
22,Female,South West,Urban,None,Employed,5.0,135142.04
40,Female,North West,Rural,Secondary,Employed,25.0,108618.18
63,Female,South West,Rural,Secondary,Unemployed,45.0,0.0
54,Male,North Central,Urban,Secondary,Unemployed,39.0,
21,Female,South East,Urban,None,Underemployed,5.0,24498.96
44,Male,North West,Rural,Primary,Underemployed,,35629.17
21,Female,North Central,Urban,Secondary,Underemployed,3.0,58748.18
17,Female,North West,Urban,Secondary,Employed,0.0,89514.52
15,Female,,Urban,None,Employed,,161689.03
50,Male,South East,Urban,Secondary,Unemployed,34.0,
39,Male,South West,Urban,Primary,Employed,22.0,154430.52
51,Male,South West,Rural,Secondary,Employed,36.0,141781.27
15,Female,North Central,Rural,Secondary,Employed,0.0,135494.52
29,Male,South South,Urban,Tertiary,Employed,9.0,
51,Male,North West,Urban,Secondary,Employed,,64200.12
27,Female,South East,Rural,Secondary,Underemployed,12.0,51692.11
54,Female,North West,Urban,Primary,Unemployed,36.0,0.0
22,Male,North East,Urban,Primary,Employed,5.0,102986.25
19,Male,North Central,Urban,None,Employed,3.0,82719.65
23,Female,,Rural,Primary,Underemployed,8.0,27215.86
15,Male,South East,Urban,None,Underemployed,0.0,8568.37
50,Female,South West,Urban,Tertiary,Employed,28.0,100622.72
49,Male,North Central,Urban,Secondary,Underemployed,34.0,63827.39
16,Female,South South,Urban,Primary,Unemployed,0.0,0.0
54,Male,North West,Rural,None,Underemployed,35.0,45580.77
37,Male,South East,Rural,Primary,Underemployed,,21509.57
23,Female,South West,Urban,Primary,Underemployed,,31645.64
48,Female,North East,Urban,Primary,Underemployed,32.0,39885.44
60,Male,North West,Rural,Secondary,Employed,,101272.26
28,Female,North Central,Urban,,Unemployed,6.0,0.0
18,Male,North East,Rural,Secondary,Employed,0.0,144344.93
44,Female,North West,Rural,Secondary,Underemployed,27.0,49493.15
45,Female,,Urban,Tertiary,Employed,22.0,
52,Male,North East,Rural,None,Underemployed,35.0,18457.94
25,Female,South West,Urban,Primary,Employed,,66862.7
49,Male,South East,Urban,Secondary,Employed,30.0,130063.41
22,Male,North West,Rural,Secondary,Underemployed,7.0,51443.09
17,Female,North Central,Rural,Secondary,Unemployed,2.0,0.0
28,Female,North East,Rural,Primary,Unemployed,11.0,0.0
27,Male,North Central,Rural,Tertiary,Employed,5.0,147465.42
59,Male,South East,Urban,Primary,Underemployed,43.0,
46,Male,South West,Urban,Secondary,Employed,31.0,86496.62
48,Female,South East,Urban,,Employed,26.0,88375.4
59,Male,North Central,Rural,Primary,Underemployed,,25499.03
33,Male,South West,Urban,Tertiary,Employed,13.0,132527.46
52,Male,North Central,Urban,Secondary,Employed,36.0,109785.1
30,Male,South East,Rural,Tertiary,Unemployed,6.0,0.0
16,Male,South South,Urban,Primary,Unemployed,0.0,0.0
54,Male,South West,Urban,,Employed,34.0,207107.06
31,Male,South East,Urban,,Underemployed,14.0,36933.76
48,Male,North West,Urban,Secondary,Employed,29.0,139196.64
56,Female,South South,Urban,Secondary,Employed,40.0,127991.99
30,Male,North West,Urban,Primary,Underemployed,12.0,26092.3
52,Female,North East,Urban,None,Underemployed,37.0,22314.49
16,Female,North West,Urban,Primary,Underemployed,0.0,19225.58
16,Female,South South,Urban,Primary,Employed,0.0,79164.79
40,Female,South South,Urban,Primary,Employed,22.0,98712.34
27,Male,South South,Urban,Primary,Underemployed,12.0,19605.14
61,Male,South East,Urban,Primary,Underemployed,42.0,31525.68
45,Male,North Central,Urban,Secondary,Employed,29.0,113000.23
48,Male,South South,Rural,Secondary,Underemployed,33.0,44040.52
53,Female,South South,Rural,Tertiary,Employed,30.0,
17,Female,North Central,Urban,Secondary,Employed,2.0,31417.73
22,Female,North West,Urban,None,Employed,3.0,88488.11
37,Male,South West,Rural,Secondary,Underemployed,19.0,14713.44
28,Female,South South,Rural,Secondary,Employed,12.0,128588.26
41,Male,South South,Rural,None,Employed,24.0,122865.45
43,Male,South South,Urban,Secondary,Employed,27.0,71360.18
53,Male,South South,Rural,Secondary,Underemployed,38.0,31654.14
53,Female,South South,Rural,,Unemployed,31.0,0.0
15,Male,South East,Urban,Secondary,Employed,0.0,
31,Female,South West,Urban,Secondary,Underemployed,13.0,50954.63
55,Female,North East,Urban,Primary,Employed,37.0,89776.35
44,Female,South West,Urban,Secondary,Unemployed,25.0,0.0
27,Male,North Central,Urban,,Underemployed,,27492.11
35,Female,South South,Rural,Secondary,Unemployed,19.0,0.0
33,Female,North Central,Urban,Secondary,Employed,,106753.02
33,Male,North West,Urban,Tertiary,Unemployed,9.0,0.0
39,Male,North West,Rural,None,Underemployed,24.0,21237.61
36,Male,South West,Urban,Primary,Underemployed,21.0,40186.87
45,Male,North Central,Urban,Secondary,Underemployed,28.0,54085.11
31,Female,North East,Urban,Secondary,Underemployed,12.0,32230.05
37,Female,,Urban,Primary,Underemployed,21.0,23695.08
46,Male,North Central,Urban,Primary,Employed,30.0,73837.94
24,Female,North West,Rural,Primary,Underemployed,5.0,42653.35
24,Female,North East,Urban,Secondary,Underemployed,6.0,60668.29
50,Male,North East,Rural,Tertiary,Underemployed,29.0,76964.25
22,Female,North Central,Urban,None,Unemployed,4.0,0.0
34,Female,North Central,Rural,Tertiary,Unemployed,10.0,0.0
46,Female,North East,Rural,Secondary,Underemployed,31.0,75608.32
64,Male,South South,Rural,Primary,Underemployed,45.0,43068.39
28,Female,North East,Urban,Secondary,Employed,13.0,111694.41
64,Male,North West,Rural,Secondary,Underemployed,,43841.52
42,Female,North West,Rural,,Underemployed,24.0,26738.72
60,Male,North East,Rural,Secondary,Employed,42.0,85701.12
38,Female,North West,Urban,Secondary,Underemployed,19.0,76009.62
29,Male,North West,Urban,Primary,Underemployed,14.0,20942.29
36,Male,South West,Urban,Primary,Underemployed,17.0,37814.74
44,Female,South West,Urban,Primary,Underemployed,29.0,36214.89
18,Male,North Central,Rural,Secondary,Employed,0.0,109024.82
27,Female,South East,Rural,Primary,Underemployed,10.0,46290.41
37,Female,North West,Urban,Secondary,Underemployed,21.0,26613.56
22,Female,South South,Urban,Secondary,Underemployed,4.0,48804.63
32,Male,North West,Urban,Secondary,Unemployed,13.0,0.0
26,Female,South West,Urban,Secondary,Employed,7.0,102394.55
45,Female,North West,Urban,Primary,Underemployed,,38645.34
28,Female,South South,Rural,Tertiary,Employed,7.0,165910.46
48,Male,North Central,Urban,Secondary,Unemployed,,0.0
32,Male,North West,Rural,Secondary,Unemployed,16.0,0.0
48,Female,South West,Urban,Secondary,Unemployed,32.0,0.0
25,Male,North West,Rural,Secondary,Underemployed,7.0,24090.57
55,Male,South East,Urban,,Underemployed,40.0,41155.31
26,Male,South West,Urban,Secondary,Underemployed,11.0,57281.93
63,Female,North West,Urban,Primary,Underemployed,48.0,20680.57
29,Female,North East,Urban,Tertiary,Unemployed,7.0,0.0
45,Female,,Urban,Secondary,Employed,29.0,107411.55
63,Male,South West,Rural,None,Underemployed,46.0,
43,Male,North East,Urban,Secondary,Employed,28.0,
40,Female,South West,Urban,None,Underemployed,,31351.06
32,Female,South South,Rural,Primary,Underemployed,,26988.18
46,Female,North East,Urban,Secondary,Unemployed,28.0,0.0
36,Female,South South,Urban,Secondary,Employed,17.0,
52,Male,South West,Rural,Tertiary,Employed,,77426.68
31,Female,North West,Urban,Tertiary,Employed,8.0,
37,Male,North Central,Rural,None,Underemployed,22.0,12679.91
38,Male,,Rural,Secondary,Employed,21.0,121118.86
64,Female,North Central,Rural,Tertiary,Employed,41.0,
22,Male,North West,Rural,Primary,Employed,,101515.15
55,Male,North West,Urban,Secondary,Employed,40.0,119779.72
20,Male,South East,Urban,Tertiary,Underemployed,0.0,89680.28
19,Male,South West,Rural,Secondary,Underemployed,,62934.29
58,Female,South West,Urban,Primary,Underemployed,39.0,39428.3
43,Male,North West,Rural,Tertiary,Unemployed,20.0,0.0
42,Male,South East,Rural,Tertiary,Unemployed,19.0,0.0
25,Male,South South,Rural,Secondary,Unemployed,10.0,0.0
15,Male,North West,Urban,Primary,Underemployed,0.0,15509.62
57,Male,North West,Urban,Secondary,Unemployed,40.0,0.0
33,Female,South South,Urban,Primary,Unemployed,17.0,0.0
23,Male,South East,Urban,Primary,Underemployed,7.0,29476.15
41,Female,South West,Rural,Secondary,Underemployed,23.0,80164.11
48,Female,South South,Rural,Tertiary,Unemployed,24.0,0.0
58,Female,South West,Rural,Tertiary,Employed,,155359.53
18,Male,North West,Urban,Secondary,Underemployed,3.0,37529.78
50,Male,South West,Urban,Secondary,Underemployed,33.0,48804.48
32,Female,South West,Urban,Primary,Underemployed,14.0,26547.01
29,Female,South South,Urban,Tertiary,Underemployed,5.0,51765.0
27,Female,North West,Urban,Secondary,Employed,11.0,151287.75
33,Female,South West,Urban,Tertiary,Employed,10.0,176295.87
63,Female,South East,Urban,Secondary,Employed,48.0,71957.67
20,Female,North East,Urban,Secondary,Underemployed,2.0,48600.88
62,Female,North East,Rural,Tertiary,Employed,38.0,124509.14
26,Male,,Urban,Primary,Employed,11.0,51952.22
51,Female,North Central,Rural,None,Employed,35.0,57555.42
31,Female,South West,Urban,Primary,Unemployed,15.0,0.0
37,Male,South South,Urban,Tertiary,Employed,13.0,93031.81
40,Female,North West,Urban,Secondary,Employed,25.0,117896.53
43,Female,South South,Rural,Secondary,Unemployed,27.0,0.0
47,Female,South West,Urban,Primary,Employed,32.0,86261.41
41,Female,North Central,Urban,Secondary,Employed,23.0,85469.23
39,Male,North Central,Rural,Secondary,Underemployed,22.0,44121.75
24,Female,South South,Urban,Primary,Underemployed,7.0,36727.81
61,Female,North West,Urban,Tertiary,Employed,39.0,166051.32
37,Female,North East,Urban,Primary,Unemployed,21.0,
35,Male,North East,Urban,Primary,Underemployed,16.0,
35,Male,,Rural,Primary,Underemployed,,27945.18
57,Female,North Central,Rural,None,Underemployed,38.0,44423.01
27,Male,South South,Urban,Secondary,Unemployed,10.0,0.0
51,Male,South South,Urban,Primary,Employed,33.0,
47,Female,North East,Rural,Tertiary,Unemployed,25.0,0.0
38,Male,North Central,Urban,Primary,Underemployed,19.0,25599.74
58,Male,South West,Rural,,Unemployed,42.0,0.0
25,Male,North West,Urban,Secondary,Employed,7.0,123346.27
31,Male,South East,Rural,Secondary,Underemployed,12.0,31278.86
18,Female,South South,Rural,Primary,Employed,,90814.45
61,Male,South South,Rural,Tertiary,Unemployed,39.0,0.0
39,Male,North East,Urban,Secondary,Employed,21.0,135479.07
44,Female,North Central,Rural,None,Underemployed,28.0,35505.03
23,Female,North West,Rural,Secondary,Employed,8.0,105234.16
35,Female,North East,Rural,Secondary,Underemployed,18.0,91008.36
34,Male,North Central,Urban,Tertiary,Employed,11.0,142250.65
33,Male,South South,Rural,Primary,Underemployed,14.0,14894.45
33,Female,South South,Urban,Primary,Unemployed,16.0,0.0
26,Male,South South,Urban,None,Underemployed,8.0,40919.4
51,Female,South South,Rural,Primary,Underemployed,,35464.15
56,Male,North West,Urban,Secondary,Underemployed,38.0,53475.33
31,Male,South West,Rural,Secondary,Underemployed,12.0,43026.19
51,Female,North West,Rural,None,Employed,34.0,111800.4
62,Female,North East,Rural,None,Underemployed,44.0,44571.15
53,Female,South West,Rural,Primary,Employed,,106048.99
42,Male,South West,Urban,Secondary,Unemployed,26.0,0.0
55,Male,South West,Urban,Tertiary,Employed,32.0,83848.49
49,Female,North West,Urban,None,Underemployed,31.0,0.0
61,Female,North West,Urban,,Underemployed,43.0,33461.04
62,Male,North West,Urban,Secondary,Unemployed,,0.0
32,Male,North West,Rural,Tertiary,Underemployed,11.0,56338.08
28,Male,North West,Urban,Secondary,Underemployed,11.0,48504.31
49,Female,South West,Urban,Primary,Underemployed,31.0,22718.3
58,Female,South East,Rural,Primary,Employed,40.0,73572.73
55,Female,North Central,Urban,Secondary,Underemployed,39.0,38520.89
21,Male,South West,Urban,Secondary,Underemployed,6.0,39876.87
55,Female,North West,Urban,None,Underemployed,38.0,36986.12
27,Male,South South,Rural,Primary,Employed,12.0,117209.31
32,Male,North East,Rural,Secondary,Employed,14.0,76512.4
51,Female,South East,Rural,,Unemployed,33.0,0.0
27,Male,South South,Urban,Secondary,Employed,8.0,81417.55
50,Male,South South,Rural,Primary,Unemployed,31.0,0.0
45,Male,North West,Rural,Secondary,Underemployed,30.0,
16,Male,South West,Urban,None,Underemployed,0.0,39472.52
30,Female,North West,Urban,Tertiary,Underemployed,,104891.39
23,Female,North West,Rural,Primary,Employed,,69912.73
23,Female,North West,Urban,Primary,Employed,4.0,129679.34
52,Female,South South,Rural,Tertiary,Employed,,70067.87
25,Female,South South,Urban,Tertiary,Employed,4.0,140870.2
36,Male,North West,Rural,None,Underemployed,20.0,34383.24
47,Male,North Central,Urban,,Employed,27.0,56453.77
50,Female,South South,Urban,Primary,Underemployed,33.0,48835.71
59,Male,North Central,Urban,Secondary,Unemployed,43.0,0.0
37,Female,North East,Rural,None,Underemployed,18.0,41940.26
59,Male,,Rural,Primary,Underemployed,44.0,35823.04
59,Female,South East,Rural,Secondary,Underemployed,42.0,35524.58
48,Female,North Central,Rural,,Unemployed,33.0,0.0
23,Male,South East,Urban,Secondary,Underemployed,4.0,48978.45
38,Male,North Central,Rural,Secondary,Underemployed,21.0,61856.3
22,Female,North East,Urban,Tertiary,Underemployed,,53056.12
21,Male,North East,Urban,Primary,Unemployed,5.0,
50,Male,North West,Urban,,Employed,32.0,94585.77
32,Female,North Central,Urban,,Underemployed,13.0,63655.76
17,Male,North West,Urban,None,Unemployed,0.0,0.0
42,Female,South East,Urban,Secondary,Underemployed,23.0,27581.07
20,Female,North Central,Urban,Secondary,Underemployed,5.0,54986.37
58,Male,South East,Rural,Primary,Unemployed,40.0,0.0
58,Female,South South,Urban,Tertiary,Unemployed,,0.0
35,Female,South East,Urban,Primary,Underemployed,,14207.07
42,Male,South South,Rural,Primary,Underemployed,,21505.38
54,Male,South West,Urban,Primary,Underemployed,,25458.67
15,Male,North West,Rural,None,Underemployed,,34622.0
50,Male,South South,Rural,Primary,Underemployed,33.0,23692.9
35,Male,,Urban,Secondary,Underemployed,18.0,51883.23
57,Male,South South,Urban,Secondary,Employed,,95259.79
49,Male,South West,Urban,Tertiary,Employed,27.0,126122.25
27,Female,South West,Urban,Primary,Underemployed,10.0,41255.95
63,Female,North West,Urban,None,Employed,47.0,65493.15
24,Male,South West,Urban,Tertiary,Employed,4.0,
58,Female,North West,Urban,None,Underemployed,40.0,29990.43
61,Female,North East,Rural,Tertiary,Unemployed,40.0,0.0
24,Female,South West,Urban,Tertiary,Underemployed,,66186.71
60,Female,North Central,Rural,Tertiary,Unemployed,,0.0
27,Male,North West,Urban,Primary,Underemployed,8.0,19042.29
51,Female,South East,Rural,Primary,Employed,36.0,65612.91
52,Male,,Urban,Secondary,Underemployed,,38920.32
38,Male,South West,Rural,Secondary,Employed,19.0,114598.04
16,Female,North Central,Urban,None,Underemployed,0.0,35431.59
36,Male,South South,Rural,Secondary,Employed,19.0,109191.39
31,Male,,Urban,Primary,Employed,12.0,93000.67
50,Female,South West,Urban,Secondary,Employed,31.0,116976.35
28,Female,North West,Urban,Tertiary,Unemployed,8.0,0.0
24,Female,North East,Urban,Primary,Underemployed,5.0,34291.0
49,Female,South West,Urban,Primary,Underemployed,33.0,35803.23
39,Male,South West,Urban,None,Underemployed,22.0,17517.31
17,Male,North West,Urban,None,Underemployed,2.0,27461.33
61,Female,North East,Urban,None,Underemployed,43.0,41046.64
52,Male,North Central,Rural,Primary,Underemployed,34.0,18154.92
31,Female,North Central,Rural,Primary,Underemployed,,30668.82
26,Male,South West,Urban,Tertiary,Underemployed,3.0,75899.74
38,Male,North East,Rural,Tertiary,Unemployed,15.0,0.0
43,Male,North Central,Rural,Secondary,Employed,28.0,99599.68
57,Female,North West,Urban,None,Employed,41.0,147723.48
39,Female,North West,Urban,Primary,Employed,23.0,101105.07
50,Male,South West,Urban,Secondary,Employed,32.0,174401.22
40,Male,South West,Rural,Secondary,Underemployed,24.0,50084.41
52,Male,North West,Urban,Tertiary,Unemployed,30.0,0.0
15,Male,North West,Rural,None,Underemployed,0.0,34142.3
34,Male,South West,Urban,Secondary,Unemployed,15.0,0.0
42,Male,North East,Urban,Secondary,Underemployed,24.0,41341.68
30,Female,North East,Urban,Tertiary,Employed,6.0,124525.78
61,Male,North Central,Rural,Secondary,Underemployed,42.0,56140.21
31,Female,North West,Urban,Secondary,Underemployed,13.0,56415.46
54,Female,North West,Urban,Secondary,Underemployed,39.0,58969.81
42,Male,South South,Urban,Tertiary,Unemployed,21.0,0.0
26,Male,South West,Rural,Primary,Underemployed,9.0,33390.1
41,Male,South West,Urban,None,Employed,,59907.37
56,Female,North Central,Rural,Secondary,Underemployed,,37904.47
61,Male,,Urban,Primary,Underemployed,43.0,37649.49
44,Male,South South,Urban,Secondary,Unemployed,28.0,0.0
55,Female,South West,Rural,Tertiary,Employed,35.0,61869.06
48,Male,North East,Rural,Secondary,Employed,30.0,130533.86
51,Female,,Urban,Secondary,Unemployed,36.0,0.0
20,Female,North Central,Urban,Secondary,Underemployed,1.0,48321.8
21,Female,South West,Urban,Tertiary,Employed,0.0,188231.18
46,Male,North Central,Rural,,Unemployed,25.0,0.0
46,Female,South South,Urban,Secondary,Employed,28.0,134998.36
39,Female,South West,Rural,Secondary,Employed,21.0,96096.71
47,Male,North West,Rural,Primary,Underemployed,,23615.85
21,Male,North West,Urban,Primary,Underemployed,5.0,25294.95
26,Male,North Central,Rural,Primary,Underemployed,7.0,35220.57
30,Female,North West,Rural,Primary,Unemployed,14.0,
30,Female,,Urban,Secondary,Employed,12.0,37120.31
57,Female,,Rural,,Employed,40.0,125665.66
50,Female,North East,Rural,Primary,Employed,31.0,73508.96
